Employment_ID,Effective_Date,Salary_LPA,Data_Origin
EMP-000066,2025-07-23,5.48,synthetic_derived
EMP-000067,2025-02-04,4.5,synthetic_derived
EMP-000068,2025-02-18,5.2,synthetic_derived
EMP-000068,2025-08-20,5.41,synthetic_derived
EMP-000069,2025-03-17,5.16,synthetic_derived
EMP-000069,2025-09-16,5.38,synthetic_derived
EMP-000070,2025-03-31,4.59,synthetic_derived
EMP-000070,2025-09-30,4.73,synthetic_derived
EMP-000071,2025-02-03,5.07,synthetic_derived
EMP-000071,2025-08-05,5.25,synthetic_derived
EMP-000072,2025-02-17,3.86,synthetic_derived
EMP-000072,2025-08-19,4.0,synthetic_derived
EMP-000073,2025-03-03,4.46,synthetic_derived
EMP-000073,2025-09-02,4.6,synthetic_derived
EMP-000074,2025-03-17,4.7,synthetic_derived
EMP-000074,2025-09-16,4.88,synthetic_derived
EMP-000075,2025-03-31,5.02,synthetic_derived
EMP-000075,2025-09-30,5.24,synthetic_derived
EMP-000076,2025-04-14,5.25,synthetic_derived
EMP-000076,2025-10-14,5.43,synthetic_derived
EMP-000077,2025-04-28,4.85,synthetic_derived
EMP-000077,2025-10-28,5.03,synthetic_derived
EMP-000078,2025-05-12,4.3,synthetic_derived
EMP-000078,2025-11-11,4.43,synthetic_derived
EMP-000079,2025-05-26,5.65,synthetic_derived
EMP-000079,2025-11-25,5.89,synthetic_derived
EMP-000080,2025-06-09,6.2,synthetic_derived
EMP-000080,2025-12-09,6.42,synthetic_derived
EMP-000081,2025-06-23,4.49,synthetic_derived
EMP-000081,2025-12-23,4.65,synthetic_derived
EMP-000082,2025-07-20,3.2,synthetic_derived
EMP-000082,2026-01-19,3.29,synthetic_derived
EMP-000083,2025-08-03,5.42,synthetic_derived
EMP-000083,2026-02-02,5.65,synthetic_derived
EMP-000084,2025-08-17,5.36,synthetic_derived
EMP-000084,2026-02-16,5.59,synthetic_derived
EMP-000085,2025-08-31,5.15,synthetic_derived
EMP-000085,2026-03-02,5.38,synthetic_derived
EMP-000086,2025-09-14,4.67,synthetic_derived
EMP-000086,2026-03-16,4.88,synthetic_derived
EMP-000087,2025-09-28,4.23,synthetic_derived
EMP-000087,2026-03-30,4.38,synthetic_derived
EMP-000088,2025-10-12,4.1,synthetic_derived
EMP-000088,2026-04-13,4.26,synthetic_derived
EMP-000089,2025-10-26,4.23,synthetic_derived
EMP-000089,2026-04-27,4.35,synthetic_derived
EMP-000090,2025-11-09,5.58,synthetic_derived
EMP-000090,2026-05-11,5.77,synthetic_derived
EMP-000091,2025-11-23,5.38,synthetic_derived
EMP-000091,2026-05-25,5.61,synthetic_derived
EMP-000092,2025-12-07,3.21,synthetic_derived
EMP-000092,2026-06-08,3.31,synthetic_derived
EMP-000093,2025-12-21,5.78,synthetic_derived
EMP-000093,2026-06-22,6.0,synthetic_derived
EMP-000094,2026-01-04,4.79,synthetic_derived
EMP-000094,2026-07-06,4.99,synthetic_derived
EMP-000095,2026-01-18,5.36,synthetic_derived
EMP-000095,2026-07-20,5.55,synthetic_derived
EMP-000096,2024-02-12,5.15,synthetic_derived
EMP-000096,2024-08-13,5.33,synthetic_derived
EMP-000097,2024-02-26,5.22,synthetic_derived
EMP-000097,2024-08-27,5.45,synthetic_derived
EMP-000098,2024-03-11,5.23,synthetic_derived
EMP-000098,2024-09-10,5.43,synthetic_derived
EMP-000099,2024-03-25,4.83,synthetic_derived
EMP-000099,2024-09-24,4.98,synthetic_derived
EMP-000100,2024-04-08,5.32,synthetic_derived
EMP-000100,2024-10-08,5.52,synthetic_derived
EMP-000101,2024-04-22,4.78,synthetic_derived
EMP-000101,2024-10-22,4.94,synthetic_derived
EMP-000102,2024-05-06,4.36,synthetic_derived
EMP-000102,2024-11-05,4.56,synthetic_derived
EMP-000103,2024-05-20,5.18,synthetic_derived
EMP-000103,2024-11-19,5.36,synthetic_derived
EMP-000104,2024-06-16,5.01,synthetic_derived
EMP-000104,2024-12-16,5.18,synthetic_derived
EMP-000105,2024-07-26,4.2,synthetic_derived
EMP-000105,2025-01-25,4.33,synthetic_derived
EMP-000106,2024-08-09,4.79,synthetic_derived
EMP-000106,2025-02-08,4.97,synthetic_derived
EMP-000107,2024-08-23,4.79,synthetic_derived
EMP-000107,2025-02-22,4.98,synthetic_derived
EMP-000108,2024-09-19,4.91,synthetic_derived
EMP-000108,2025-03-21,5.08,synthetic_derived
EMP-000109,2024-10-03,3.93,synthetic_derived
EMP-000109,2025-04-04,4.07,synthetic_derived
EMP-000110,2024-10-17,3.82,synthetic_derived
EMP-000110,2025-04-18,3.95,synthetic_derived
EMP-000111,2024-10-31,5.36,synthetic_derived
EMP-000111,2025-05-02,5.56,synthetic_derived
EMP-000112,2024-11-14,4.14,synthetic_derived
EMP-000112,2025-05-16,4.29,synthetic_derived
EMP-000113,2024-11-28,3.55,synthetic_derived
EMP-000113,2025-05-30,3.69,synthetic_derived
EMP-000114,2024-12-12,3.48,synthetic_derived
EMP-000114,2025-06-13,3.61,synthetic_derived
EMP-000115,2024-12-26,4.65,synthetic_derived
EMP-000115,2025-06-27,4.8,synthetic_derived
EMP-000116,2025-01-09,4.99,synthetic_derived
EMP-000116,2025-07-11,5.16,synthetic_derived
EMP-000117,2025-01-23,5.41,synthetic_derived
EMP-000117,2025-07-25,5.6,synthetic_derived
EMP-000118,2025-02-06,4.16,synthetic_derived
EMP-000119,2025-02-20,5.51,synthetic_derived
EMP-000119,2025-08-22,5.71,synthetic_derived
EMP-000120,2025-03-06,4.12,synthetic_derived
EMP-000120,2025-09-05,4.26,synthetic_derived
EMP-000121,2025-04-02,4.7,synthetic_derived
EMP-000122,2025-04-16,4.47,synthetic_derived
EMP-000122,2025-10-16,4.63,synthetic_derived
EMP-000123,2025-04-30,4.22,synthetic_derived
EMP-000123,2025-10-30,4.38,synthetic_derived
EMP-000124,2025-05-14,5.01,synthetic_derived
EMP-000124,2025-11-13,5.2,synthetic_derived
EMP-000125,2025-05-28,4.9,synthetic_derived
EMP-000125,2025-11-27,5.13,synthetic_derived
EMP-000126,2025-06-11,4.67,synthetic_derived
EMP-000126,2025-12-11,4.83,synthetic_derived
EMP-000127,2025-06-25,3.66,synthetic_derived
EMP-000127,2025-12-25,3.76,synthetic_derived
EMP-000128,2025-08-04,5.3,synthetic_derived
EMP-000128,2026-02-03,5.52,synthetic_derived
EMP-000129,2025-08-18,4.35,synthetic_derived
EMP-000129,2026-02-17,4.48,synthetic_derived
EMP-000130,2025-09-01,5.06,synthetic_derived
EMP-000130,2026-03-03,5.27,synthetic_derived
EMP-000131,2025-09-28,5.96,synthetic_derived
EMP-000131,2026-03-30,6.2,synthetic_derived
EMP-000132,2025-10-12,4.48,synthetic_derived
EMP-000132,2026-04-13,4.62,synthetic_derived
EMP-000133,2025-11-21,4.62,synthetic_derived
EMP-000133,2026-05-23,4.76,synthetic_derived
EMP-000134,2026-01-13,4.8,synthetic_derived
EMP-000134,2026-07-15,4.98,synthetic_derived
EMP-000135,2026-01-27,5.23,synthetic_derived
EMP-000135,2026-07-29,5.43,synthetic_derived
EMP-000136,2026-02-10,3.62,synthetic_derived
EMP-000137,2026-03-09,4.37,synthetic_derived
EMP-000138,2024-04-15,4.92,synthetic_derived
EMP-000138,2024-10-15,5.11,synthetic_derived
EMP-000139,2024-04-29,4.2,synthetic_derived
EMP-000139,2024-10-29,4.34,synthetic_derived
EMP-000140,2024-05-13,4.3,synthetic_derived
EMP-000140,2024-11-12,4.43,synthetic_derived
EMP-000141,2024-03-18,4.37,synthetic_derived
EMP-000141,2024-09-17,4.5,synthetic_derived
EMP-000142,2024-04-01,5.08,synthetic_derived
EMP-000143,2024-04-15,4.16,synthetic_derived
EMP-000143,2024-10-15,4.34,synthetic_derived
EMP-000144,2024-04-29,4.09,synthetic_derived
EMP-000144,2024-10-29,4.25,synthetic_derived
EMP-000145,2024-05-13,3.93,synthetic_derived
EMP-000145,2024-11-12,4.06,synthetic_derived
EMP-000146,2024-05-27,4.06,synthetic_derived
EMP-000146,2024-11-26,4.19,synthetic_derived
EMP-000147,2024-06-10,4.28,synthetic_derived
EMP-000147,2024-12-10,4.47,synthetic_derived
EMP-000148,2024-06-24,3.6,synthetic_derived
EMP-000149,2024-07-08,4.78,synthetic_derived
EMP-000149,2025-01-07,4.93,synthetic_derived
EMP-000150,2024-07-22,5.15,synthetic_derived
EMP-000150,2025-01-21,5.36,synthetic_derived
EMP-000151,2024-08-05,3.8,synthetic_derived
EMP-000151,2025-02-04,3.91,synthetic_derived
EMP-000152,2024-08-19,5.05,synthetic_derived
EMP-000153,2024-09-02,4.8,synthetic_derived
EMP-000153,2025-03-04,4.98,synthetic_derived
EMP-000154,2024-09-16,4.66,synthetic_derived
EMP-000154,2025-03-18,4.83,synthetic_derived
EMP-000155,2024-10-13,4.56,synthetic_derived
EMP-000155,2025-04-14,4.74,synthetic_derived
EMP-000156,2024-10-27,4.42,synthetic_derived
EMP-000156,2025-04-28,4.56,synthetic_derived
EMP-000157,2024-11-10,5.17,synthetic_derived
EMP-000157,2025-05-12,5.35,synthetic_derived
EMP-000158,2024-11-24,5.29,synthetic_derived
EMP-000158,2025-05-26,5.48,synthetic_derived
EMP-000159,2024-12-08,4.02,synthetic_derived
EMP-000160,2024-12-22,4.95,synthetic_derived
EMP-000160,2025-06-23,5.1,synthetic_derived
EMP-000161,2025-01-05,6.01,synthetic_derived
EMP-000161,2025-07-07,6.22,synthetic_derived
EMP-000162,2025-01-19,6.01,synthetic_derived
EMP-000162,2025-07-21,6.26,synthetic_derived
EMP-000163,2025-02-02,4.09,synthetic_derived
EMP-000164,2025-02-16,4.76,synthetic_derived
EMP-000164,2025-08-18,4.93,synthetic_derived
EMP-000165,2025-03-02,4.24,synthetic_derived
EMP-000165,2025-09-01,4.4,synthetic_derived
EMP-000166,2025-03-16,4.58,synthetic_derived
EMP-000166,2025-09-15,4.76,synthetic_derived
EMP-000167,2025-03-30,4.12,synthetic_derived
EMP-000167,2025-09-29,4.28,synthetic_derived
EMP-000168,2025-04-13,5.51,synthetic_derived
EMP-000168,2025-10-13,5.73,synthetic_derived
EMP-000169,2025-04-27,5.12,synthetic_derived
EMP-000169,2025-10-27,5.35,synthetic_derived
EMP-000170,2025-05-11,4.38,synthetic_derived
EMP-000170,2025-11-10,4.52,synthetic_derived
EMP-000171,2025-05-25,4.13,synthetic_derived
EMP-000171,2025-11-24,4.27,synthetic_derived
EMP-000172,2025-06-08,4.67,synthetic_derived
EMP-000172,2025-12-08,4.84,synthetic_derived
EMP-000173,2025-06-22,4.71,synthetic_derived
EMP-000174,2025-07-06,4.83,synthetic_derived
EMP-000174,2026-01-05,5.03,synthetic_derived
EMP-000175,2025-08-02,3.97,synthetic_derived
EMP-000176,2025-08-16,5.13,synthetic_derived
EMP-000176,2026-02-15,5.32,synthetic_derived
EMP-000177,2025-08-30,3.42,synthetic_derived
EMP-000177,2026-03-01,3.54,synthetic_derived
EMP-000178,2025-09-13,4.62,synthetic_derived
EMP-000179,2025-09-27,3.56,synthetic_derived
EMP-000179,2026-03-29,3.67,synthetic_derived
EMP-000180,2025-10-11,4.16,synthetic_derived
EMP-000180,2026-04-12,4.33,synthetic_derived
EMP-000181,2025-10-25,4.48,synthetic_derived
EMP-000181,2026-04-26,4.61,synthetic_derived
EMP-000182,2025-11-08,5.13,synthetic_derived
EMP-000182,2026-05-10,5.31,synthetic_derived
EMP-000183,2025-11-22,4.2,synthetic_derived
EMP-000184,2025-12-06,3.59,synthetic_derived
EMP-000184,2026-06-07,3.69,synthetic_derived
EMP-000185,2025-12-20,4.3,synthetic_derived
EMP-000185,2026-06-21,4.45,synthetic_derived
EMP-000186,2026-01-03,4.41,synthetic_derived
EMP-000186,2026-07-05,4.58,synthetic_derived
EMP-000187,2026-01-17,5.05,synthetic_derived
EMP-000187,2026-07-19,5.22,synthetic_derived
EMP-000188,2026-01-31,4.8,synthetic_derived
EMP-000188,2026-08-02,4.96,synthetic_derived
EMP-000189,2026-02-14,5.51,synthetic_derived
EMP-000189,2026-08-16,5.71,synthetic_derived
EMP-000190,2024-03-23,4.77,synthetic_derived
EMP-000190,2024-09-22,4.93,synthetic_derived
EMP-000191,2024-04-19,3.44,synthetic_derived
EMP-000191,2024-10-19,3.56,synthetic_derived
EMP-000192,2024-05-03,3.55,synthetic_derived
EMP-000192,2024-11-02,3.67,synthetic_derived
EMP-000193,2024-05-17,4.03,synthetic_derived
EMP-000193,2024-11-16,4.18,synthetic_derived
EMP-000194,2024-05-31,5.08,synthetic_derived
EMP-000194,2024-11-30,5.25,synthetic_derived
EMP-000195,2024-06-14,3.95,synthetic_derived
EMP-000195,2024-12-14,4.09,synthetic_derived
EMP-000196,2024-06-28,4.28,synthetic_derived
EMP-000196,2024-12-28,4.42,synthetic_derived
EMP-000197,2024-07-25,4.4,synthetic_derived
EMP-000197,2025-01-24,4.57,synthetic_derived
EMP-000198,2024-08-08,4.41,synthetic_derived
EMP-000198,2025-02-07,4.57,synthetic_derived
EMP-000199,2024-08-22,4.28,synthetic_derived
EMP-000199,2025-02-21,4.4,synthetic_derived
EMP-000200,2024-09-05,4.89,synthetic_derived
EMP-000200,2025-03-07,5.06,synthetic_derived
EMP-000201,2024-09-19,4.85,synthetic_derived
EMP-000201,2025-03-21,5.01,synthetic_derived
EMP-000202,2024-10-03,4.86,synthetic_derived
EMP-000202,2025-04-04,5.03,synthetic_derived
EMP-000203,2024-10-17,5.36,synthetic_derived
EMP-000203,2025-04-18,5.55,synthetic_derived
EMP-000204,2024-10-31,4.49,synthetic_derived
EMP-000205,2024-11-14,5.29,synthetic_derived
EMP-000205,2025-05-16,5.46,synthetic_derived
EMP-000206,2024-11-28,4.22,synthetic_derived
EMP-000206,2025-05-30,4.35,synthetic_derived
EMP-000207,2024-12-25,5.2,synthetic_derived
EMP-000207,2025-06-26,5.43,synthetic_derived
EMP-000208,2025-01-08,5.18,synthetic_derived
EMP-000209,2025-01-22,4.77,synthetic_derived
EMP-000209,2025-07-24,4.92,synthetic_derived
EMP-000210,2025-02-05,3.93,synthetic_derived
EMP-000210,2025-08-07,4.06,synthetic_derived
EMP-000211,2024-12-11,5.2,synthetic_derived
EMP-000211,2025-06-12,5.38,synthetic_derived
EMP-000212,2024-12-25,3.69,synthetic_derived
EMP-000212,2025-06-26,3.81,synthetic_derived
EMP-000213,2025-01-08,4.75,synthetic_derived
EMP-000213,2025-07-10,4.91,synthetic_derived
EMP-000214,2025-02-04,4.63,synthetic_derived
EMP-000214,2025-08-06,4.8,synthetic_derived
EMP-000215,2025-02-18,3.74,synthetic_derived
EMP-000215,2025-08-20,3.87,synthetic_derived
EMP-000216,2025-03-04,3.86,synthetic_derived
EMP-000216,2025-09-03,3.97,synthetic_derived
EMP-000217,2025-03-18,4.07,synthetic_derived
EMP-000217,2025-09-17,4.22,synthetic_derived
EMP-000218,2025-04-01,4.0,synthetic_derived
EMP-000218,2025-10-01,4.15,synthetic_derived
EMP-000219,2025-04-15,4.12,synthetic_derived
EMP-000219,2025-10-15,4.26,synthetic_derived
EMP-000220,2025-04-29,5.43,synthetic_derived
EMP-000220,2025-10-29,5.61,synthetic_derived
EMP-000221,2025-05-13,4.79,synthetic_derived
EMP-000222,2025-05-27,4.69,synthetic_derived
EMP-000222,2025-11-26,4.85,synthetic_derived
EMP-000223,2025-06-10,4.75,synthetic_derived
EMP-000223,2025-12-10,4.92,synthetic_derived
EMP-000224,2025-06-24,5.14,synthetic_derived
EMP-000224,2025-12-24,5.34,synthetic_derived
EMP-000225,2025-07-08,4.36,synthetic_derived
EMP-000225,2026-01-07,4.52,synthetic_derived
EMP-000226,2025-07-22,3.61,synthetic_derived
EMP-000226,2026-01-21,3.72,synthetic_derived
EMP-000227,2025-08-18,4.17,synthetic_derived
EMP-000227,2026-02-17,4.33,synthetic_derived
EMP-000228,2025-09-01,4.24,synthetic_derived
EMP-000228,2026-03-03,4.39,synthetic_derived
EMP-000229,2025-09-15,4.72,synthetic_derived
EMP-000229,2026-03-17,4.88,synthetic_derived
EMP-000230,2025-09-29,4.88,synthetic_derived
EMP-000230,2026-03-31,5.06,synthetic_derived
EMP-000231,2025-10-13,4.59,synthetic_derived
EMP-000231,2026-04-14,4.75,synthetic_derived
EMP-000232,2025-10-27,4.41,synthetic_derived
EMP-000232,2026-04-28,4.54,synthetic_derived
EMP-000233,2025-11-10,3.59,synthetic_derived
EMP-000233,2026-05-12,3.7,synthetic_derived
EMP-000234,2025-11-24,4.09,synthetic_derived
EMP-000234,2026-05-26,4.21,synthetic_derived
EMP-000235,2025-12-21,4.86,synthetic_derived
EMP-000235,2026-06-22,5.02,synthetic_derived
EMP-000236,2026-01-04,3.77,synthetic_derived
EMP-000236,2026-07-06,3.88,synthetic_derived
EMP-000237,2026-01-18,4.16,synthetic_derived
EMP-000237,2026-07-20,4.3,synthetic_derived
EMP-000238,2024-02-12,4.19,synthetic_derived
EMP-000238,2024-08-13,4.35,synthetic_derived
EMP-000239,2024-02-26,4.09,synthetic_derived
EMP-000239,2024-08-27,4.22,synthetic_derived
EMP-000240,2024-03-11,3.96,synthetic_derived
EMP-000240,2024-09-10,4.1,synthetic_derived
EMP-000241,2024-03-25,4.74,synthetic_derived
EMP-000241,2024-09-24,4.94,synthetic_derived
EMP-000242,2024-04-08,5.55,synthetic_derived
EMP-000242,2024-10-08,5.78,synthetic_derived
EMP-000243,2024-04-22,4.55,synthetic_derived
EMP-000243,2024-10-22,4.72,synthetic_derived
EMP-000244,2024-05-06,5.17,synthetic_derived
EMP-000244,2024-11-05,5.35,synthetic_derived
EMP-000245,2024-05-20,4.2,synthetic_derived
EMP-000245,2024-11-19,4.35,synthetic_derived
EMP-000246,2024-06-03,6.19,synthetic_derived
EMP-000246,2024-12-03,6.42,synthetic_derived
EMP-000247,2024-06-17,6.23,synthetic_derived
EMP-000247,2024-12-17,6.46,synthetic_derived
EMP-000248,2024-07-01,4.56,synthetic_derived
EMP-000248,2024-12-31,4.71,synthetic_derived
EMP-000249,2024-08-10,4.09,synthetic_derived
EMP-000249,2025-02-09,4.25,synthetic_derived
EMP-000250,2024-09-06,3.61,synthetic_derived
EMP-000250,2025-03-08,3.74,synthetic_derived
EMP-000251,2024-09-20,5.1,synthetic_derived
EMP-000252,2024-10-04,5.14,synthetic_derived
EMP-000252,2025-04-05,5.33,synthetic_derived
EMP-000253,2024-10-18,4.94,synthetic_derived
EMP-000253,2025-04-19,5.09,synthetic_derived
EMP-000254,2024-11-01,4.53,synthetic_derived
EMP-000254,2025-05-03,4.66,synthetic_derived
EMP-000255,2024-11-15,4.21,synthetic_derived
EMP-000255,2025-05-17,4.36,synthetic_derived
EMP-000256,2024-11-29,4.78,synthetic_derived
EMP-000256,2025-05-31,4.94,synthetic_derived
EMP-000257,2024-12-26,4.42,synthetic_derived
EMP-000257,2025-06-27,4.61,synthetic_derived
EMP-000258,2025-01-09,4.36,synthetic_derived
EMP-000258,2025-07-11,4.52,synthetic_derived
EMP-000259,2025-01-23,5.1,synthetic_derived
EMP-000259,2025-07-25,5.3,synthetic_derived
EMP-000260,2025-02-06,5.91,synthetic_derived
EMP-000260,2025-08-08,6.13,synthetic_derived
EMP-000261,2025-02-20,4.54,synthetic_derived
EMP-000261,2025-08-22,4.66,synthetic_derived
EMP-000262,2025-03-06,4.18,synthetic_derived
EMP-000262,2025-09-05,4.35,synthetic_derived
EMP-000263,2025-03-20,3.34,synthetic_derived
EMP-000263,2025-09-19,3.48,synthetic_derived
EMP-000264,2025-04-03,4.77,synthetic_derived
EMP-000264,2025-10-03,4.92,synthetic_derived
EMP-000265,2025-04-30,4.11,synthetic_derived
EMP-000265,2025-10-30,4.26,synthetic_derived
EMP-000266,2025-05-14,6.08,synthetic_derived
EMP-000266,2025-11-13,6.32,synthetic_derived
EMP-000267,2025-05-28,3.06,synthetic_derived
EMP-000267,2025-11-27,3.16,synthetic_derived
EMP-000268,2025-06-11,4.09,synthetic_derived
EMP-000268,2025-12-11,4.21,synthetic_derived
EMP-000269,2025-06-25,4.22,synthetic_derived
EMP-000269,2025-12-25,4.36,synthetic_derived
EMP-000270,2025-07-09,4.43,synthetic_derived
EMP-000270,2026-01-08,4.6,synthetic_derived
EMP-000271,2025-07-23,4.86,synthetic_derived
EMP-000271,2026-01-22,5.03,synthetic_derived
EMP-000272,2025-08-06,4.29,synthetic_derived
EMP-000272,2026-02-05,4.48,synthetic_derived
EMP-000273,2025-08-20,2.81,synthetic_derived
EMP-000273,2026-02-19,2.89,synthetic_derived
EMP-000274,2025-09-03,4.62,synthetic_derived
EMP-000274,2026-03-05,4.78,synthetic_derived
EMP-000275,2025-09-17,4.78,synthetic_derived
EMP-000275,2026-03-19,4.95,synthetic_derived
EMP-000276,2025-10-01,5.11,synthetic_derived
EMP-000276,2026-04-02,5.31,synthetic_derived
EMP-000277,2025-10-15,4.51,synthetic_derived
EMP-000277,2026-04-16,4.65,synthetic_derived
EMP-000278,2025-10-29,4.53,synthetic_derived
EMP-000278,2026-04-30,4.68,synthetic_derived
EMP-000279,2025-11-12,3.52,synthetic_derived
EMP-000279,2026-05-14,3.63,synthetic_derived
EMP-000280,2025-11-26,5.25,synthetic_derived
EMP-000281,2025-10-01,4.59,synthetic_derived
EMP-000281,2026-04-02,4.72,synthetic_derived
EMP-000282,2025-10-15,3.47,synthetic_derived
